price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,size,type,paint_color,state
4700,2010,ford,mustang 2010,good,6 cylinders,gas,226000,clean,automatic,mid-size,convertible,red,tn
11000,2009,dodge,challenger,excellent,8 cylinders,gas,163980,clean,automatic,,coupe,black,sc
19990,2016,honda,accord ex-l coupe 2d,good,,gas,16268,clean,automatic,,coupe,,fl
3800,1997,mercury,cougar,like new,8 cylinders,gas,62845,clean,automatic,mid-size,coupe,custom,va
4000,1995,mazda,miata,,,gas,171000,clean,manual,compact,convertible,blue,md
10000,1988,honda,prelude,good,4 cylinders,gas,120000,clean,manual,,coupe,yellow,md
13500,1966,ford,thunderbird,good,8 cylinders,gas,66000,clean,automatic,,coupe,silver,md
4400,2006,honda,civic ex coupe,excellent,4 cylinders,gas,259396,clean,automatic,compact,coupe,black,ca
24990,2012,jaguar,xk coupe 2d,good,8 cylinders,gas,64157,clean,other,,coupe,silver,fl
0,2008,,Bentley Continental GTC,excellent,12 cylinders,gas,48213,clean,automatic,sub-compact,convertible,black,tx
4600,1977,chrysler,cordoba,good,8 cylinders,gas,78000,clean,automatic,full-size,coupe,custom,md
3650,2004,honda,civic,like new,4 cylinders,gas,188081,clean,automatic,compact,coupe,grey,va
6999,2010,mini,cooper hardtop,excellent,4 cylinders,gas,87732,clean,automatic,,coupe,grey,ca
0,2012,ford,mustang v6,,,gas,98058,clean,automatic,,coupe,black,ca
0,2012,chevrolet,corvette,,8 cylinders,gas,27081,clean,automatic,,convertible,silver,tn
13988,2008,dodge,challenger,,8 cylinders,gas,181734,clean,automatic,,coupe,black,md
14200,2013,bmw,328i convertible,excellent,6 cylinders,gas,,rebuilt,automatic,,convertible,black,tn
6500,1996,bmw,z-3,good,4 cylinders,gas,64750,clean,manual,,convertible,red,md
6795,2006,infiniti,g35 coupe,excellent,6 cylinders,gas,166274,clean,automatic,compact,coupe,,or
18695,2016,honda,accord coupe,,4 cylinders,gas,30812,clean,automatic,,coupe,white,md
0,2016,ford,mustang,,,gas,,clean,automatic,sub-compact,coupe,blue,ca
13500,2015,subaru,brz,,4 cylinders,gas,92156,clean,automatic,,coupe,custom,md
2995,1998,honda,civic,excellent,4 cylinders,gas,185346,clean,automatic,sub-compact,coupe,,or
13000,2003,mercedes-benz,benz sl500,excellent,8 cylinders,gas,79000,clean,automatic,compact,convertible,silver,md
4000,1998,honda,civic,good,4 cylinders,gas,,clean,manual,compact,coupe,white,ca
0,2016,volkswagen,beetle,,,gas,,clean,automatic,compact,coupe,blue,ca
4700,2008,ford,mustang,excellent,6 cylinders,gas,184006,clean,automatic,mid-size,coupe,red,ca
6995,2004,ford,mustang,excellent,6 cylinders,gas,29312,clean,manual,compact,coupe,orange,or
11999,2010,chevrolet,camaro,,,gas,132622,clean,automatic,compact,coupe,silver,va
22900,2006,,Porsche 987 Boxster S,excellent,6 cylinders,gas,44133,clean,manual,compact,convertible,custom,tn
9500,2005,infiniti,,good,6 cylinders,gas,97444,clean,automatic,,coupe,white,ny
2200,2001,acura,integra gs,fair,4 cylinders,gas,202000,clean,automatic,compact,coupe,silver,tn
3500,1997,,1997 camaro,good,6 cylinders,gas,,clean,automatic,,coupe,red,me
8000,1963,,triumph tr4,fair,4 cylinders,gas,75000,clean,manual,compact,convertible,green,fl
12590,2012,chrysler,200 limited convertible,good,6 cylinders,gas,66953,clean,other,,convertible,silver,fl
20990,2017,fiat,124 spider abarth,good,,other,11790,clean,other,,convertible,red,fl
36888,2014,,Porsche Cayman,,,gas,17594,clean,automatic,,coupe,,or
29990,2012,ford,mustang boss 302 coupe 2d,good,8 cylinders,gas,40555,clean,other,,coupe,white,fl
6000,2007,honda,accord,,6 cylinders,gas,101639,clean,automatic,,coupe,silver,va
20700,2017,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,37806,clean,other,,coupe,red,fl
3250,2001,volkswagen,cabriolet convertible,good,4 cylinders,gas,92000,clean,automatic,compact,convertible,green,me
16590,2016,ford,mustang v6 coupe 2d,good,6 cylinders,other,60336,clean,automatic,,coupe,black,fl
0,2012,chevrolet,camaro,excellent,6 cylinders,gas,96821,clean,automatic,mid-size,coupe,orange,me
8888,2009,nissan,altima 2.5 s,excellent,4 cylinders,gas,65991,clean,automatic,mid-size,coupe,white,fl
5600,2000,mazda,mx-5 miata,good,4 cylinders,gas,129100,clean,manual,compact,convertible,silver,fl
6000,2008,chrysler,sebring convertible,excellent,6 cylinders,gas,100000,clean,automatic,mid-size,convertible,blue,fl
4800,2011,honda,civic,excellent,4 cylinders,gas,107112,clean,automatic,compact,coupe,black,fl
4950,2006,honda,accord,excellent,4 cylinders,gas,146005,clean,automatic,compact,coupe,silver,ca
7000,2010,nissan,altima 2.5s coupe,salvage,4 cylinders,gas,73000,salvage,automatic,,coupe,white,ca
23990,2019,honda,civic touring coupe 2d,good,,gas,7257,clean,automatic,,coupe,white,va
32995,1978,chevrolet,corvette c3 indy pace car,excellent,8 cylinders,gas,6587,clean,automatic,mid-size,coupe,custom,me
23990,2017,chevrolet,camaro lt coupe 2d,good,,gas,12172,clean,other,,coupe,grey,va
40000,1964,chevrolet,chevelle malibu,like new,8 cylinders,gas,90668,clean,automatic,,convertible,red,va
3800,1997,mercury,cougar,like new,8 cylinders,gas,62845,clean,automatic,mid-size,coupe,custom,va
6,1994,ford,thunderbird coupe,excellent,8 cylinders,gas,,clean,manual,mid-size,coupe,blue,ny
2400,1981,,Alpha Romero,fair,4 cylinders,gas,,clean,manual,compact,convertible,red,wi
5700,1999,honda,civic,,,gas,52604,clean,automatic,sub-compact,coupe,green,va
29000,1970,,AMC AMX,good,8 cylinders,gas,1,clean,manual,,coupe,silver,wi
10995,2011,bmw,3 series 328i,excellent,6 cylinders,gas,88200,clean,automatic,full-size,coupe,silver,ca
16995,2016,ford,mustang gt,excellent,,gas,95000,clean,automatic,,coupe,,or
12950,2001,ford,mustang,excellent,8 cylinders,gas,18450,clean,manual,,convertible,red,or
6950,1996,mercedes-benz,benz sl 320,excellent,6 cylinders,gas,84000,clean,automatic,compact,convertible,silver,or
36950,2016,chevrolet,corvette convertible,excellent,8 cylinders,gas,32000,clean,automatic,mid-size,convertible,black,or
38995,2002,chevrolet,camaro,like new,8 cylinders,gas,288,clean,manual,,coupe,red,wi
7250,1971,,1973 Mach 1 Fastback,good,,gas,,clean,manual,,coupe,,me
9500,2014,honda,civic,excellent,4 cylinders,gas,,clean,manual,,coupe,blue,mt
13900,2011,bmw,1 series 128i convertible 2d,good,,gas,42996,clean,automatic,,convertible,silver,va
0,2014,volkswagen,beetle,,,gas,50992,clean,automatic,compact,convertible,yellow,va
7700,2006,ford,mustang gt,excellent,8 cylinders,gas,91000,clean,automatic,,coupe,white,az
5000,1975,fiat,124 spider convertible,good,4 cylinders,gas,96000,clean,manual,compact,convertible,white,fl
7500,1994,chevrolet,corvette,good,8 cylinders,gas,76655,rebuilt,automatic,mid-size,coupe,green,wi
8999,2009,honda,,excellent,4 cylinders,gas,74752,clean,automatic,,coupe,grey,fl
8500,2012,mini,cooper convertible,,,gas,,clean,manual,,convertible,blue,me
9800,2009,bmw,335i xdrive,excellent,6 cylinders,gas,66400,clean,automatic,,coupe,grey,me
3250,2005,toyota,scion tc,excellent,4 cylinders,gas,,clean,automatic,full-size,coupe,grey,fl
4100,2005,mercedes-benz,replica,excellent,4 cylinders,gas,12000,clean,automatic,compact,convertible,custom,me
16000,1970,cadillac,deville,good,8 cylinders,gas,86000,clean,automatic,,convertible,,me
2995,2005,chevrolet,cobalt 2dr cpe ls,,,gas,,clean,automatic,,coupe,,or
4995,2012,fiat,500 2dr hb sport,,,gas,,clean,manual,,coupe,,or
12995,2006,mercedes-benz,slk slk 350 2dr c,,,gas,47005,,automatic,,convertible,,or
54900,2009,nissan,gt-r,like new,,gas,30193,clean,automatic,,coupe,black,or
7500,2009,,HondaAccordEX-L LEATHER / LOADE,,4 cylinders,gas,142181,clean,automatic,,coupe,,or
5500,2006,mercedes-benz,benz clk 350,excellent,6 cylinders,other,135000,salvage,automatic,mid-size,coupe,silver,or
3500,2000,mitsubishi,galant es,good,4 cylinders,gas,94000,clean,automatic,mid-size,coupe,silver,fl
16590,2016,ford,mustang v6 coupe 2d,good,6 cylinders,gas,54143,clean,other,,coupe,black,va
99,1987,mercedes-benz,500-class,,,gas,56649,clean,automatic,full-size,convertible,silver,me
7000,2008,ford,mustang,good,8 cylinders,gas,150000,clean,manual,,coupe,grey,me
8500,2012,,HondaCivicEX / ONLY 78K MILES /,,4 cylinders,gas,78106,clean,manual,,coupe,,or
4995,2012,fiat,500 2dr hb sport,,,gas,,clean,manual,,coupe,,or
21995,2006,chevrolet,corvette,excellent,,gas,49063,clean,manual,,coupe,,mt
5995,2004,volvo,c70,excellent,,gas,69407,clean,automatic,,coupe,silver,mt
12900,2011,audi,a5 2.0t quattro premium,good,4 cylinders,gas,51752,rebuilt,automatic,mid-size,coupe,white,mt
2995,2006,hyundai,tiburon se,fair,6 cylinders,gas,150396,clean,manual,,coupe,red,or
40000,2013,chevrolet,camaro 2ss coupe,like new,8 cylinders,gas,23955,clean,manual,full-size,coupe,custom,me
8843,2013,honda,civic,,,gas,59395,clean,automatic,compact,coupe,black,va
10900,2019,honda,civic sport,excellent,4 cylinders,gas,,rebuilt,automatic,mid-size,coupe,black,al
0,2011,chevrolet,camaro lt 2d,,,gas,,clean,automatic,,coupe,,or
3999,2003,volkswagen,beetle tdi,excellent,4 cylinders,diesel,150000,clean,manual,compact,coupe,blue,or
0,2006,bmw,m3 2d,,,gas,,clean,automatic,,convertible,,or
7000,1988,chevrolet,corvette convertible,,,gas,,clean,manual,,convertible,blue,me
14842,2015,honda,civic ex,,4 cylinders,gas,36480,clean,automatic,,coupe,,or
24490,2018,chevrolet,camaro lt coupe 2d,good,,gas,3455,clean,other,,coupe,silver,al
50000,,,olet Corvette,,8 cylinders,gas,2495,clean,automatic,,coupe,orange,ut
7300,2013,hyundai,elantra coupe,,4 cylinders,gas,107075,clean,automatic,,coupe,silver,va
3800,1997,mercury,cougar,like new,8 cylinders,gas,62845,clean,automatic,mid-size,coupe,custom,va
0,2008,mitsubishi,eclipse,,6 cylinders,gas,78389,clean,automatic,,coupe,white,va
0,2019,ford,mustang,,,gas,15185,clean,manual,sub-compact,coupe,red,va
5900,2001,honda,accord cpe,excellent,6 cylinders,gas,99993,clean,automatic,,coupe,,or
11988,2003,mercedes-benz,sl-class,excellent,8 cylinders,gas,91121,clean,automatic,,convertible,black,or
5000,2002,audi,tt,good,4 cylinders,gas,,clean,manual,sub-compact,convertible,silver,fl
7900,2001,audi,tt,excellent,,gas,63933,clean,manual,,coupe,silver,or
12500,2014,honda,civic lx coupe 2d,good,,gas,76790,clean,automatic,,coupe,silver,va
14000,2005,toyota,mr2 spyder,like new,4 cylinders,gas,41000,clean,automatic,,convertible,red,ut
4495,2004,volkswagen,new beetle gls 2.0l convertible,,,gas,95715,,automatic,,convertible,yellow,va
77993,2010,,Bentley Continental GT,,12 cylinders,gas,6269,clean,automatic,,convertible,,or
35998,2011,mercedes-benz,cl-class,,8 cylinders,gas,64391,clean,automatic,,coupe,,mt
24900,2007,mercedes-benz,clk-class 6.3l amg,,8 cylinders,other,41943,clean,automatic,,convertible,,or
33000,2017,ford,mustang gt premium,like new,8 cylinders,gas,3800,clean,manual,,coupe,silver,md
21200,2017,mazda,miata,like new,4 cylinders,gas,4014,clean,manual,,convertible,white,mt
22500,2005,chevrolet,corvette,excellent,8 cylinders,gas,,clean,manual,,convertible,red,or
15500,1970,pontiac,gto,good,8 cylinders,gas,28455,clean,automatic,full-size,coupe,silver,md
12500,2004,bmw,645ci convertible,good,8 cylinders,gas,104000,clean,manual,full-size,convertible,black,md
13989,2010,infiniti,g37 convertible,,6 cylinders,gas,93195,clean,automatic,,convertible,silver,al
10000,1988,honda,prelude,good,4 cylinders,gas,120000,clean,manual,,coupe,yellow,md
6999,2010,kia,forte koup sx,like new,4 cylinders,gas,85600,clean,automatic,,coupe,grey,or
28700,2010,,PORSCHE  CAYMAN  S   37K MILE,excellent,6 cylinders,gas,37700,clean,automatic,mid-size,coupe,white,md
12523,2013,volkswagen,eos lux,excellent,4 cylinders,gas,62693,clean,automatic,full-size,convertible,black,ny
33498,2016,dodge,challenger r/t scat pack,,8 cylinders,gas,10978,clean,manual,,coupe,,mt
8850,2010,dodge,challenger se,excellent,6 cylinders,gas,,clean,automatic,,coupe,white,ut
23990,2018,dodge,challenger sxt coupe 2d,good,6 cylinders,gas,4931,clean,other,,coupe,orange,al
13800,2016,mazda,miata,excellent,4 cylinders,gas,18500,rebuilt,manual,compact,convertible,black,or
45000,1969,chevrolet,chevelle malibu,good,8 cylinders,gas,47942,clean,automatic,full-size,convertible,yellow,al
11353,2013,volkswagen,eos,,4 cylinders,gas,81842,clean,automatic,,convertible,black,al
19230,2014,dodge,challenger,,8 cylinders,gas,53221,clean,automatic,,coupe,white,al
24995,2010,dodge,challenger,,8 cylinders,gas,38276,clean,manual,,coupe,blue,md
36250,2012,chevrolet,corvette convertible,like new,8 cylinders,gas,,clean,automatic,full-size,convertible,orange,md
6299,2007,honda,accord ex-l,like new,4 cylinders,gas,119000,clean,automatic,sub-compact,coupe,black,or
9500,1998,mercedes-benz,benz sl500 roadster,excellent,8 cylinders,gas,42000,clean,automatic,,convertible,silver,md
20500,2002,chevrolet,camaro ss coupe 2d,excellent,8 cylinders,gas,39800,clean,manual,mid-size,coupe,black,md
4000,1969,ford,mustang coupe,salvage,8 cylinders,gas,,clean,automatic,,coupe,black,md
2800,2007,saturn,ion quad coupe,excellent,4 cylinders,gas,120000,clean,automatic,sub-compact,coupe,blue,or
17924,2016,ford,mustang,,,gas,46601,clean,automatic,sub-compact,convertible,red,md
2977,2006,honda,accord ex-l,excellent,4 cylinders,gas,206000,rebuilt,automatic,,coupe,grey,al
22990,2014,ford,mustang gt coupe 2d,good,8 cylinders,gas,47141,clean,other,,coupe,white,tn
1500,2003,bmw,330i,good,6 cylinders,gas,150000,clean,automatic,sub-compact,coupe,black,or
59950,2008,,BENTLEY CONTINENTAL GTC,like new,12 cylinders,gas,37088,clean,automatic,full-size,convertible,blue,tn
6795,1997,bmw,z3,,4 cylinders,gas,79420,clean,manual,,convertible,black,ut
7995,2004,audi,tt,excellent,6 cylinders,gas,115000,clean,automatic,,coupe,silver,or
25990,2013,bmw,6 series 640i gran coupe 4d,good,,gas,66702,clean,automatic,,coupe,white,va
15995,2008,mercedes-benz,benz cls63 amg,excellent,8 cylinders,gas,96081,rebuilt,automatic,,coupe,white,sc
6990,2006,audi,a4 convertible,excellent,6 cylinders,gas,79354,clean,automatic,compact,convertible,grey,or
3277,2005,honda,accord ex coupe,excellent,4 cylinders,gas,189000,clean,automatic,,coupe,silver,al
8990,2010,audi,a5,excellent,4 cylinders,gas,110021,clean,automatic,mid-size,coupe,grey,or
16500,1975,chevrolet,corvette,like new,8 cylinders,gas,120000,clean,automatic,mid-size,coupe,silver,or
1950,2008,kia,spectra,good,4 cylinders,gas,155754,clean,automatic,mid-size,coupe,silver,sc
3800,2009,cadillac,dts,good,8 cylinders,gas,113283,clean,automatic,full-size,coupe,grey,sc
60500,2019,chevrolet,grand sport corvette,like new,8 cylinders,gas,1300,clean,automatic,,coupe,orange,sc
29887,2017,chevrolet,camaro,,,gas,29082,clean,automatic,,convertible,red,or
15500,2013,mercedes-benz,c-class c 250,good,,gas,71056,clean,automatic,,coupe,red,tn
5500,2006,nissan,350z touring,excellent,6 cylinders,gas,,clean,automatic,compact,coupe,silver,md
12900,2012,honda,accord lx-s coupe 2d,good,,gas,72804,clean,other,,coupe,red,al
4500,2005,mercedes-benz,benz clk 320,excellent,6 cylinders,gas,137000,clean,automatic,,coupe,silver,mt
20700,2017,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,37806,clean,other,,coupe,red,tn
16500,1978,,1978 Camaro Z28,excellent,8 cylinders,gas,48000,clean,automatic,mid-size,coupe,yellow,or
40000,1972,,1972 Camaro,excellent,8 cylinders,gas,,clean,automatic,mid-size,coupe,yellow,or
21991,2017,toyota,86,,,gas,25630,clean,automatic,sub-compact,coupe,,or
5000,1991,chevrolet,corvette,fair,8 cylinders,gas,78000,salvage,automatic,,coupe,red,md
8691,2013,hyundai,veloster,,4 cylinders,gas,71194,clean,automatic,compact,coupe,red,md
37000,1941,ford,business coupe,like new,8 cylinders,gas,5000,clean,automatic,full-size,coupe,custom,sc
4995,2002,chrysler,sebring limited,,6 cylinders,gas,62788,clean,automatic,,convertible,blue,md
8200,2014,ford,mustang convertible,good,6 cylinders,gas,119000,rebuilt,automatic,,convertible,grey,tn
11995,2015,honda,accord ex-l,like new,4 cylinders,gas,120101,clean,automatic,,coupe,,ny
4800,2003,infiniti,g35,excellent,6 cylinders,gas,136705,clean,automatic,compact,coupe,red,ny
12500,1953,,studebaker,good,8 cylinders,gas,,clean,automatic,full-size,coupe,custom,ny
4300,2006,honda,accord,good,4 cylinders,gas,146,clean,manual,mid-size,coupe,grey,ny
8495,1987,jeep,wrangler cj,like new,6 cylinders,gas,120000,clean,manual,mid-size,coupe,white,sc
21900,2018,honda,civic si coupe 2d,good,,gas,24189,clean,other,,coupe,blue,md
18990,2012,ford,mustang gt premium,good,8 cylinders,gas,37527,clean,other,,convertible,white,md
13995,2007,mercedes-benz,,like new,6 cylinders,gas,150000,clean,automatic,full-size,convertible,white,ny
2200,2002,,saab 9-3,good,4 cylinders,gas,103557,clean,automatic,mid-size,coupe,custom,ny
22900,1967,chevrolet,camaro rs/ss,,8 cylinders,gas,12356,clean,automatic,mid-size,coupe,red,tn
28900,2019,subaru,brz limited coupe 2d,good,,gas,2997,clean,other,,coupe,white,md
18590,2010,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,26396,clean,other,,coupe,red,md
36000,2016,chevrolet,corvette stingray,excellent,8 cylinders,gas,38679,lien,manual,mid-size,coupe,red,md
15990,2014,mazda,mx-5 miata club,good,,gas,23888,clean,other,,convertible,white,wi
5800,2007,bmw,328xi,excellent,,gas,112791,clean,automatic,compact,coupe,grey,ny
6000,2006,,scion tc,excellent,4 cylinders,gas,49000,clean,manual,compact,coupe,grey,md
12500,2000,chevrolet,camaro,excellent,8 cylinders,gas,32000,clean,automatic,mid-size,coupe,grey,md
14500,1993,chevrolet,camaro z28,excellent,8 cylinders,gas,,clean,manual,mid-size,coupe,black,mt
32900,1956,ford,thunderbird,excellent,8 cylinders,gas,13125,clean,automatic,full-size,convertible,blue,md
27900,2019,mazda,mx-5 miata club,good,,gas,4752,clean,other,,convertible,white,md
22990,2017,nissan,370z coupe 2d,good,6 cylinders,gas,28010,clean,other,,coupe,,md
5850,2010,nissan,sentra 2.0 sl,excellent,4 cylinders,gas,78400,rebuilt,automatic,compact,coupe,black,or
12500,2007,mazda,miata mx-5,excellent,4 cylinders,gas,50445,clean,automatic,compact,convertible,grey,tn
18695,2016,honda,accord coupe,,4 cylinders,gas,30812,clean,automatic,,coupe,white,md
5988,2004,nissan,350z,,,gas,115000,clean,manual,,convertible,orange,az
35000,2009,,maserati granturismo,excellent,8 cylinders,gas,,clean,other,,coupe,red,md
5500,2009,ford,mustang,good,6 cylinders,gas,,clean,automatic,,coupe,black,md
3900,2009,ford,fusion sel,good,6 cylinders,gas,153000,rebuilt,automatic,full-size,coupe,red,mt
9995,2010,honda,accord,,4 cylinders,gas,97770,clean,automatic,,coupe,black,md
9999,1988,ford,thunderbird super coupe,excellent,4 cylinders,gas,40000,clean,automatic,,coupe,white,or
11386,2000,chevrolet,corvette,good,8 cylinders,gas,100500,clean,manual,,convertible,red,or
5000,1996,,geo tracker,fair,3 cylinders,gas,86200,clean,automatic,sub-compact,coupe,red,mt
14999,2015,dodge,challenger,,6 cylinders,gas,67475,clean,automatic,,coupe,,md
